userName,score,content,at,clean_content,sentiment
Wayan Wendra,5,sikap driver dan pelayanan ok,2026-03-25 05:10:22,sikap driver dan pelayanan ok,positif
Rahardian Ardiyansah,5,baik pelayanan nya,2026-03-25 05:05:13,baik pelayanan nya,positif
Reza Adhima,5,sangat membantu,2026-03-25 05:02:11,sangat membantu,positif
SAEPUL HUSNI,5,cepat responsip,2026-03-25 04:59:41,cepat responsip,positif
Naira Khairunnisa,1,"kecewa banget, saya mesen gofood dari semalem, dibatalin karna susah driver, saya pesan lagi saat siang hari masih susah dpt driver, bintang 1",2026-03-25 04:57:19,kecewa banget saya mesen gofood dari semalem dibatalin karna susah driver saya pesan lagi saat siang hari masih susah dpt driver bintang,negatif
Arif Setiawan,1,ga bisa cancel gofood mana laper nunggu 1 jam kacau kacau,2026-03-25 04:54:49,ga bisa cancel gofood mana laper nunggu jam kacau kacau,negatif
puspita maharani,2,"lelet banget aplikasinya, waktu mau masuk akun pasti yang muncul selalu internet mati, padahal internet saya bagus dan lancar tapi memang aplikasinya yang busukkkk😩",2026-03-25 04:52:42,lelet banget aplikasinya waktu mau masuk akun pasti yang muncul selalu internet mati padahal internet saya bagus dan lancar tapi memang aplikasinya yang busukkkk,negatif
Jeremy Naraka,1,"hadahh ada driver yang lebih deket, malah di kasih ke driver yang jauh sampe belasan menit. gajelas amat ni aplikasi",2026-03-25 04:51:22,hadahh ada driver yang lebih deket malah di kasih ke driver yang jauh sampe belasan menit gajelas amat ni aplikasi,negatif
Muhammad Rendy,1,3 kali order gak nemu driver,2026-03-25 04:49:02,kali order gak nemu driver,negatif
Bagas Saputra,1,"aku bikin akun pasti ditolak terus, pada lah dulu bikin akun gampang 😭🤬",2026-03-25 04:40:32,aku bikin akun pasti ditolak terus pada lah dulu bikin akun gampang,negatif
Rusly Br Sihombing,5,bagus,2026-03-25 04:38:40,bagus,positif
Febri Wawan,2,lambat,2026-03-25 04:37:29,lambat,negatif
farā,1,"Akhir-akhir ini gojek ngelag parah di hp ku. Di saat saat genting dan butuh gojek, eh ngelag nya parah, ga bisa ke pesen. Waktu mau pesen, tulisannya ""koneksi internet mati"", padahal koneksi aman bgt. Tolong benahi dong min 🙏",2026-03-25 04:31:29,akhirakhir ini gojek ngelag parah di hp ku di saat saat genting dan butuh gojek eh ngelag nya parah ga bisa ke pesen waktu mau pesen tulisannya koneksi internet mati padahal koneksi aman bgt tolong benahi dong min,negatif
Mario Purbono,2,Lebih memanusiakan lagi Driver Mitra,2026-03-25 04:29:39,lebih memanusiakan lagi driver mitra,negatif
Mahfudz Hidayatulloh,5,Good service,2026-03-25 04:20:12,good service,positif
Adv. Philip Siahaan SH CPM,5,good,2026-03-25 04:17:53,good,positif
Yhermans (Yopi),5,"Mantabs, Sangat Membantu",2026-03-25 04:12:44,mantabs sangat membantu,positif
Diva Suro,1,Saya amat sangat kecewa dengan kapasitas yang di sediakan oleh gojek tidak sesuai dengan SOP dan bisnis servis. Baru jumpai aplikasi seperti ini. tidak di utamakan Bisnis servis ya',2026-03-25 04:04:53,saya amat sangat kecewa dengan kapasitas yang di sediakan oleh gojek tidak sesuai dengan sop dan bisnis servis baru jumpai aplikasi seperti ini tidak di utamakan bisnis servis ya,negatif
ainur rosita,5,aman amanah,2026-03-25 04:03:53,aman amanah,positif
Riken Okta,1,makin kesini makin parah,2026-03-25 03:55:53,makin kesini makin parah,negatif
Yeni Margareta,5,Terimakasih banyak selalu membantu🙏,2026-03-25 03:45:39,terimakasih banyak selalu membantu,positif
Nona Chaca,5,bagusss....,2026-03-25 03:28:57,bagusss,positif
wiro cahyo,5,terima kasih atas pelayanan nya,2026-03-25 03:27:45,terima kasih atas pelayanan nya,positif
Ary Ani,5,bitang 5 terimaksih sudah di kasih kepercayan dengan limit pinjam wallau 200k limit nya kunyan buat isi token saya akan jaga limit nya terimaksih,2026-03-25 03:20:38,bitang terimaksih sudah di kasih kepercayan dengan limit pinjam wallau k limit nya kunyan buat isi token saya akan jaga limit nya terimaksih,positif
Gnc Madilson,5,masyaallah,2026-03-25 03:03:39,masyaallah,positif
Wibi Khan,5,"beberapa kali saya jadi kena double order, pas nyari muter2 gak nemu, udah keluar nyari lagi ternyata masih nyari driver juga yg pertama dan gak terlihat di halaman, bahkan saat data dimatikan ternyata double2 order,",2026-03-25 02:55:18,beberapa kali saya jadi kena double order pas nyari muter gak nemu udah keluar nyari lagi ternyata masih nyari driver juga yg pertama dan gak terlihat di halaman bahkan saat data dimatikan ternyata double order,positif
Satya Nazar,5,"driver ramah,",2026-03-25 02:54:10,driver ramah,positif
heny yuliastuty,5,nyaman & cepat,2026-03-25 02:52:43,nyaman cepat,positif
Raras Yudiana,5,selalu tepat waktu. aman dlm perjalanan,2026-03-25 02:50:25,selalu tepat waktu aman dlm perjalanan,positif
Sofyan Tsauri,5,"sampah banget sih nih aplikasi, padahal jaringan lancar2 aja malah dibilang tidak ada internet, pake aplikasi sebelah aja aman aja",2026-03-25 02:45:14,sampah banget sih nih aplikasi padahal jaringan lancar aja malah dibilang tidak ada internet pake aplikasi sebelah aja aman aja,positif
Alfi Rosidin,3,"abis update lemot, di bilang gada sinyal",2026-03-25 02:43:43,abis update lemot di bilang gada sinyal,netral
abdullah ash shiddiq,1,gak ada yang mau ambil pesanan saya,2026-03-25 02:39:15,gak ada yang mau ambil pesanan saya,negatif
Mohammad hidayat Fitrianto,5,sangat membantu,2026-03-25 02:36:12,sangat membantu,positif
Shakira Salsabila,5,sangat ngebantu buat saya yang mageran beli makan di luar,2026-03-25 02:36:06,sangat ngebantu buat saya yang mageran beli makan di luar,positif
Syaifudin Zuhri,5,jos gandos,2026-03-25 02:34:09,jos gandos,positif
Hasym Rahman,5,mantab,2026-03-25 02:33:52,mantab,positif
Rinarismawati12,5,sangat ramah pelayanan baik,2026-03-25 02:30:51,sangat ramah pelayanan baik,positif
Galih Indra,1,"Ka minta tolong dong kenapa setelah update otp sudah dpt via whatsapp tp malah ke email yg bukan milik saya, saya tidak perna menggunakan email untuk login ke akun gojek selalu pakai Nomer HP Please hub saya dan bantu untuk login ke akun saya lagi",2026-03-25 02:19:56,ka minta tolong dong kenapa setelah update otp sudah dpt via whatsapp tp malah ke email yg bukan milik saya saya tidak perna menggunakan email untuk login ke akun gojek selalu pakai nomer hp please hub saya dan bantu untuk login ke akun saya lagi,negatif
Hanifah,1,driver lu gak niat kerja semua,2026-03-25 02:18:39,driver lu gak niat kerja semua,negatif
Welly Sucherlin,5,bagus,2026-03-25 02:12:55,bagus,positif
Christian Sinaga Christian Sinaga,5,Kebersihan P,2026-03-25 01:56:32,kebersihan p,positif
Nasy Rsutrisno,5,tepat waktu,2026-03-25 01:43:29,tepat waktu,positif
Jhoan Putra,5,ok,2026-03-25 01:33:13,ok,positif
nanang Spvnf,5,aman. nyaman. capat,2026-03-25 01:31:03,aman nyaman capat,positif
Adimulyani 123,5,baik,2026-03-25 01:30:47,baik,positif
Nur Baedah,5,sangat puas,2026-03-25 01:28:13,sangat puas,positif
Muhammad Iqbal,5,good,2026-03-25 01:28:02,good,positif
Hery Harjono,5,nyaman pakai ini..,2026-03-25 01:22:20,nyaman pakai ini,positif
Engkus Kusuma,5,sangat bagus,2026-03-25 01:19:25,sangat bagus,positif
Januar Anggoro,4,"bagus, mungkin bagian rute perutenan bisa lebih di lengkapin",2026-03-25 01:14:34,bagus mungkin bagian rute perutenan bisa lebih di lengkapin,positif
Rizeki lancar,5,ok,2026-03-25 01:08:26,ok,positif
Indah Fajarwati,5,Hari ini kesal sama supir gocar yang selama perjalanan ngeluh mulu. Harusnya kalau ga mau tarif segitu ga usah diambil orderannya! Gojek milih mitra kebanyakan yg attitude-nya kurang.,2026-03-25 00:43:51,hari ini kesal sama supir gocar yang selama perjalanan ngeluh mulu harusnya kalau ga mau tarif segitu ga usah diambil orderannya gojek milih mitra kebanyakan yg attitudenya kurang,positif
Abi fahreza,5,gacorr,2026-03-25 00:40:37,gacorr,positif
Rahmatun Nisa,5,sangat mantabsss..,2026-03-25 00:40:29,sangat mantabsss,positif
restanti Silviana,5,"aku klu beli makanan murah banget,klu belinya 2",2026-03-25 00:38:07,aku klu beli makanan murah bangetklu belinya,positif
aldo silalahi,3,"didaerah cikarang susah mendapatkan pengemudi,tolong diperbanyak pengemudinya,apa lagi dari bogor kejakarta susah banget dptnya sampe berjam jam gak ada yg mau",2026-03-25 00:31:17,didaerah cikarang susah mendapatkan pengemuditolong diperbanyak pengemudinyaapa lagi dari bogor kejakarta susah banget dptnya sampe berjam jam gak ada yg mau,netral
Nizar F a.,1,aplikasi jembut,2026-03-25 00:28:54,aplikasi jembut,negatif
Ayu Eka Purbasari Safitri,5,selalu siap saat d butuhkan,2026-03-25 00:17:01,selalu siap saat d butuhkan,positif
Saputra Aldjufri,5,sangan membantu,2026-03-25 00:05:14,sangan membantu,positif
Dewi Leila,5,Pemberian info mdh dimengerti & gercep.,2026-03-24 23:47:42,pemberian info mdh dimengerti gercep,positif
ading Hdd,1,jangan pernah memasukkan dana berapapun di gopay karena dana saya lenyap total dan tidak ada pertanggungjawaban dari pihak gopay walapun sudah update jaminan saldo kembali uang saya yang saya taruh di gopay benar benar lenyap tidak ada konfirmasi otp atau apapun dan berhasil dibajak oleh seseorang yang melakukan transaksi pembayaran tagihan listrik dan pihak gopay lepas tangan dengan alasan kesalahan user,2026-03-24 23:44:37,jangan pernah memasukkan dana berapapun di gopay karena dana saya lenyap total dan tidak ada pertanggungjawaban dari pihak gopay walapun sudah update jaminan saldo kembali uang saya yang saya taruh di gopay benar benar lenyap tidak ada konfirmasi otp atau apapun dan berhasil dibajak oleh seseorang yang melakukan transaksi pembayaran tagihan listrik dan pihak gopay lepas tangan dengan alasan kesalahan user,negatif
Novi Shandy Yamin,5,semuah jadi serba mudah,2026-03-24 23:43:23,semuah jadi serba mudah,positif
arief budi prasetya,5,good,2026-03-24 23:38:35,good,positif
Irfan,1,"Payah, susah dapet driver sekarang mah",2026-03-24 23:25:08,payah susah dapet driver sekarang mah,negatif
fezHayat,2,"Pada kenyataannya pihak aplikasi selalu memberikan jawaban ulasan hanya dari template system. semenjak banyak promo dan adanya program layanan baru malah sering error/ngebles, seharusnya perbaiki dulu system itu lebih penting, dan perlu adanya tim khusus survei ke lapangan Aplikasi hanya berpikir keuntungan, tanpa berpikir kerugian waktu bagi pelanggan dan terutama kerugian bagi Driver yang harus menjemput atau pickup yang sangat jauh tanpa memperhitungkan tarif jarak tempuh.",2026-03-24 23:15:48,pada kenyataannya pihak aplikasi selalu memberikan jawaban ulasan hanya dari template system semenjak banyak promo dan adanya program layanan baru malah sering errorngebles seharusnya perbaiki dulu system itu lebih penting dan perlu adanya tim khusus survei ke lapangan aplikasi hanya berpikir keuntungan tanpa berpikir kerugian waktu bagi pelanggan dan terutama kerugian bagi driver yang harus menjemput atau pickup yang sangat jauh tanpa memperhitungkan tarif jarak tempuh,negatif
wildan melikan,5,👍🏻👍🏻👍🏻👍🏻👍🏻 berguna,2026-03-24 22:26:44,berguna,positif
Ila Vandorezss,5,aman dan amanah,2026-03-24 22:16:02,aman dan amanah,positif
V Alexander,5,good.... good... good...,2026-03-24 22:14:00,good good good,positif
Yogi Saputra,1,susah sekali dapat gojek padahal di jakarta driver banyak alasan. pindah ke aplikasi lain aja.,2026-03-24 22:09:58,susah sekali dapat gojek padahal di jakarta driver banyak alasan pindah ke aplikasi lain aja,negatif
Khikmiyatul Ilmiyah,5,mantap,2026-03-24 19:57:16,mantap,positif
Radjak Abdul,1,kecewa sih susah banget nyari driver,2026-03-24 19:17:56,kecewa sih susah banget nyari driver,negatif
Cristian Damanik,1,"aplikasi tolol, buat nyemak aja kebanyakan promo 1 pun drivernya gda yg jelas",2026-03-24 19:11:42,aplikasi tolol buat nyemak aja kebanyakan promo pun drivernya gda yg jelas,negatif
Mulia Rachmat,1,ga setting gojek plus auto debet tiba tiba kepotong automatis.,2026-03-24 19:06:52,ga setting gojek plus auto debet tiba tiba kepotong automatis,negatif
X_Nat,5,mantab,2026-03-24 18:46:05,mantab,positif
Eha Purwanto,3,terlalu mahal di biaya penanganan ..... daripada ongkir,2026-03-24 18:34:01,terlalu mahal di biaya penanganan daripada ongkir,netral
Mufid Murtadho,5,apk bagus terpercaya,2026-03-24 18:33:42,apk bagus terpercaya,positif
Ziyaad Abdillah,1,"aplikasi tidak jelas, saat saya sudah menunggu satu jam lebih malah di batalkan dari aplikasi nya, kenapa tidak di beri tahu dari awal agar kita tidak menunggu, untuk kedepannya semoga bisa lebih baik, untuk sekarang saya kasih bntang 1 dulu kalo sudah di perbaiki saya akan memperbaiki rating saya juga, terimaksih.",2026-03-24 18:15:32,aplikasi tidak jelas saat saya sudah menunggu satu jam lebih malah di batalkan dari aplikasi nya kenapa tidak di beri tahu dari awal agar kita tidak menunggu untuk kedepannya semoga bisa lebih baik untuk sekarang saya kasih bntang dulu kalo sudah di perbaiki saya akan memperbaiki rating saya juga terimaksih,negatif
issela aripin,5,suka pake apk ini buat gofood ataupun gojek 💭💜,2026-03-24 18:15:30,suka pake apk ini buat gofood ataupun gojek,positif
Rein Aldi,1,lelet makin hari makin mahal,2026-03-24 18:09:02,lelet makin hari makin mahal,negatif
Lukman Yasin,5,ok,2026-03-24 17:58:44,ok,positif
Wulan Handari,5,good,2026-03-24 17:56:18,good,positif
Oppo A15s,1,mengecewakan,2026-03-24 17:21:28,mengecewakan,negatif
Agung Pamungkas,1,"maaf saya unistal. karna beberapa terahir menggunakan aplikasi ini (gofood) sangat lama mendapatkan driver,dan mau cancel pun harus nunggu lama,sekalipun dapat driver itupun harus butuh waktu 1-2 jam..sekali lagi maaf saya unistal!! karna sudah beberapa kali di komplain masih tetap sama saja.",2026-03-24 17:17:16,maaf saya unistal karna beberapa terahir menggunakan aplikasi ini gofood sangat lama mendapatkan driverdan mau cancel pun harus nunggu lamasekalipun dapat driver itupun harus butuh waktu jamsekali lagi maaf saya unistal karna sudah beberapa kali di komplain masih tetap sama saja,negatif
Chaerun Fitra Arisanni,1,"sumpah setiap pesan makanan selalu saja driver kesulitan, mungkin udah berkurang yah driver gojek ini dikarenakan pemiliknya masuk penjara hahahahahhahaha",2026-03-24 17:15:07,sumpah setiap pesan makanan selalu saja driver kesulitan mungkin udah berkurang yah driver gojek ini dikarenakan pemiliknya masuk penjara hahahahahhahaha,negatif
Ukhtiukhibullah _07,5,jadi lebih mudah untuk kita,2026-03-24 17:14:39,jadi lebih mudah untuk kita,positif
Bennn Gaming,5,Kelasss Boy,2026-03-24 17:07:49,kelasss boy,positif
n,1,pesan makanan saat lebaran ke 4 sudah 1 jam driver blm dpt² juga mana perut dah lapar kapok pesan lewat gojek. klo memang gk ad driver mending nonaktifkan aj tu apk saat lebaran monyet!!!,2026-03-24 17:02:57,pesan makanan saat lebaran ke sudah jam driver blm dpt juga mana perut dah lapar kapok pesan lewat gojek klo memang gk ad driver mending nonaktifkan aj tu apk saat lebaran monyet,negatif
Aji syahputra,3,"drivernya sekarang ngga mau ambil order tpi cancelnya lama, jd orang udah nunggu eh taunya ngga jadi",2026-03-24 16:45:21,drivernya sekarang ngga mau ambil order tpi cancelnya lama jd orang udah nunggu eh taunya ngga jadi,netral
nadhif,1,"disuru masukin nomer kan uda dimasukin ya nomernya, masa ada ""nomer ini tidak terdaftar di WhatsApp"" gajelas bet anj padahal mah laper pen makan",2026-03-24 16:36:14,disuru masukin nomer kan uda dimasukin ya nomernya masa ada nomer ini tidak terdaftar di whatsapp gajelas bet anj padahal mah laper pen makan,negatif
Prass Raditya,3,"mantap, harga2nya semakin mahal tp pendapatan driver segitu2 aja, kalau ngasih tips ke driver ada potongan aplikasi juga ngga ya?",2026-03-24 16:25:35,mantap harganya semakin mahal tp pendapatan driver segitu aja kalau ngasih tips ke driver ada potongan aplikasi juga ngga ya,netral
moira mutiara12,5,"lama banget dapet drivernya, masa harus nunggu setengah jam buat cancle, buang buang waktu banget, mana klo butuh bantuan cumn bisa make sistem gabisa ngetik langsung, kecewa bngt mana lagi urgent, di percepat lagi, aku make gojek biar cepat dan ngga ribet eh sekali pake malah bikin lama dan ribet haduh...",2026-03-24 16:13:06,lama banget dapet drivernya masa harus nunggu setengah jam buat cancle buang buang waktu banget mana klo butuh bantuan cumn bisa make sistem gabisa ngetik langsung kecewa bngt mana lagi urgent di percepat lagi aku make gojek biar cepat dan ngga ribet eh sekali pake malah bikin lama dan ribet haduh,positif
Anwar Chairul,5,driver the best gk pernah ada masalah konsumen skalipun harap d bantu kpd gojek d indonesia,2026-03-24 15:52:54,driver the best gk pernah ada masalah konsumen skalipun harap d bantu kpd gojek d indonesia,positif
Ghifari Alfa rizqi,1,tidak bagus saya pesan makanan 70 menit udh tunggu lama lama tidak ada driver yang mengantar menyesal pesan makanan di sini masih bagus pesan makanan di grab walaupun sama sama lama 👎,2026-03-24 15:46:55,tidak bagus saya pesan makanan menit udh tunggu lama lama tidak ada driver yang mengantar menyesal pesan makanan di sini masih bagus pesan makanan di grab walaupun sama sama lama,negatif
CIDAHU GAMING,5,👍👍👍👍👍,2026-03-24 15:39:23,,positif
Riris Nofida irfana,1,apasi susah bgt cri driver,2026-03-24 15:37:28,apasi susah bgt cri driver,negatif
Aditia Rizki,4,kesel kadang suka di kensel 😭,2026-03-24 15:30:16,kesel kadang suka di kensel,positif
Muhammad aldri,2,"bagus aplikasinya ,tapi nyari driver lama banget padahal banyak driver yang Deket jadi emosi",2026-03-24 15:23:19,bagus aplikasinya tapi nyari driver lama banget padahal banyak driver yang deket jadi emosi,negatif
Syahrul Gunawan,1,nyari driver nya susah banget gak pernah dapat driver setiap kali order,2026-03-24 15:23:07,nyari driver nya susah banget gak pernah dapat driver setiap kali order,negatif
Celica Anaya Cikati,5,"aplikasinya sangat membantu, tapi mungkin untuk para driver saya harap kedepannya dapat membaca map dengan baik.",2026-03-24 15:17:13,aplikasinya sangat membantu tapi mungkin untuk para driver saya harap kedepannya dapat membaca map dengan baik,positif
Sandi Putra,1,kebiasaan kalau pakai aplikasi gojek pesen pakai gohemat susah kali dapat nya bahkan di cancel² trus percuma kalian ngadain promo hemat kalau pada nggak mau ambil,2026-03-24 15:15:52,kebiasaan kalau pakai aplikasi gojek pesen pakai gohemat susah kali dapat nya bahkan di cancel trus percuma kalian ngadain promo hemat kalau pada nggak mau ambil,negatif
Khaerul Ayung,5,sangat bermanfaat dan mudah segala nya,2026-03-24 15:10:13,sangat bermanfaat dan mudah segala nya,positif
Hadiyan Wm,1,Akhir² ini susah dapet driver,2026-03-24 15:02:28,akhir ini susah dapet driver,negatif
GHAZ,1,"kecewa siih uda pesen trus sampe nyebrang jalan nasional biar driver ngga muter"" eh pas nyampe malah nolak karena bawa 2 beras ama kardus trus bilang cancel atau bayar dua kali lipat karena terpaksa dan capek abis mudik ya saya bayar aja 2 kali lipat huftt uda capek""",2026-03-24 14:58:37,kecewa siih uda pesen trus sampe nyebrang jalan nasional biar driver ngga muter eh pas nyampe malah nolak karena bawa beras ama kardus trus bilang cancel atau bayar dua kali lipat karena terpaksa dan capek abis mudik ya saya bayar aja kali lipat huftt uda capek,negatif
Budi Santoso,1,"aplikasi nyawit anjir, driver ngelumpuk banyak bgt tapi nyari buat go food lama bet",2026-03-24 14:52:12,aplikasi nyawit anjir driver ngelumpuk banyak bgt tapi nyari buat go food lama bet,negatif
yulia wati,5,top,2026-03-24 14:48:59,top,positif
winnar store,1,"JELEK BANGET GA WORTH IT, PESEN MAKANAN LAMA BANGET DI TUNGGUIN GA DAPET DAPET DRIVER DAN AKHIRNYA DI BATALIN. BENERIN DULU SISTEMNYA BARU JALAN LAGI BISNISNYA",2026-03-24 14:47:58,jelek banget ga worth it pesen makanan lama banget di tungguin ga dapet dapet driver dan akhirnya di batalin benerin dulu sistemnya baru jalan lagi bisnisnya,negatif
Muhammad Nur,5,sesuai waktu,2026-03-24 14:45:23,sesuai waktu,positif
Fahriza Rachman,1,"dulu menjadi aplikasi favorit, skrng parah bgt pelayanan nya. cancel order seenaknya, sudah ditunggu lama dan diinfo 10 menit lagi sampai, ternyata malah di cancel. apa begini cara memperlakukan pelanggan? sangat buruk",2026-03-24 14:37:16,dulu menjadi aplikasi favorit skrng parah bgt pelayanan nya cancel order seenaknya sudah ditunggu lama dan diinfo menit lagi sampai ternyata malah di cancel apa begini cara memperlakukan pelanggan sangat buruk,negatif
Riki Kurniawan,1,"lama banget ga nemu nemu driver, aplikasi jelek",2026-03-24 14:32:50,lama banget ga nemu nemu driver aplikasi jelek,negatif
wulandari,1,gofood jika tidak dapat driver tidak bisa dibatalkan sendiri,2026-03-24 14:30:15,gofood jika tidak dapat driver tidak bisa dibatalkan sendiri,negatif
pacen sore,1,"ga recomend pakek aplikasi ini maps nya bersalahan terus, tolong di perbaiki lagi aplikasinya kasian drivernya",2026-03-24 14:27:37,ga recomend pakek aplikasi ini maps nya bersalahan terus tolong di perbaiki lagi aplikasinya kasian drivernya,negatif
vietnam21 vietnam22,1,driver belum dapat 😡,2026-03-24 14:27:34,driver belum dapat,negatif
Andik Mujianto,1,sekarang makin lama banget nunggunya bener2 bikin nguras kesabaran.. udah lama2 nunggu trnyata resto tutup atau g dapat driver.. JD makin sedih pokoknya..,2026-03-24 14:26:09,sekarang makin lama banget nunggunya bener bikin nguras kesabaran udah lama nunggu trnyata resto tutup atau g dapat driver jd makin sedih pokoknya,negatif
si si,2,"susah sekali mendapatkan driver!! bikin orang gamod, udah beberapa kali pembelian ga dapat driver terus.",2026-03-24 14:14:36,susah sekali mendapatkan driver bikin orang gamod udah beberapa kali pembelian ga dapat driver terus,negatif
Dani Tjandra,5,drivernya ramah dan pengantaran cepat,2026-03-24 14:11:35,drivernya ramah dan pengantaran cepat,positif
Elvina Irwan,5,"bagus sih tapi kalau cari driver terlalu lama. terutama untuk order gofood, kalau belum dapat driver menunggu terlalu lama dan tidak bisa dicancel. terlalu lamaaaaa",2026-03-24 14:09:26,bagus sih tapi kalau cari driver terlalu lama terutama untuk order gofood kalau belum dapat driver menunggu terlalu lama dan tidak bisa dicancel terlalu lamaaaaa,positif
22_Khaila Aulia Syifa,1,first time nyobain gocar kok malah apess 🫠,2026-03-24 14:05:52,first time nyobain gocar kok malah apess,negatif
Ahmad Bagus,1,"lain kali, kalau emang gak bisa mastiin dapat driver kasih fitur batalin pesanan. udah nunggu set jam baru bisa di cancel jarena gak nemu driver.",2026-03-24 14:02:38,lain kali kalau emang gak bisa mastiin dapat driver kasih fitur batalin pesanan udah nunggu set jam baru bisa di cancel jarena gak nemu driver,negatif
kenza,5,sllu membantu dan flexibel,2026-03-24 13:49:14,sllu membantu dan flexibel,positif
Indah Rosmeinia,5,mantap,2026-03-24 13:48:55,mantap,positif
Dicky,5,terbaik,2026-03-24 13:47:11,terbaik,positif
Vonny Syarah,2,sudah beberapa hari ini tidak bisa dapat driver untuk orderan gofood. pesanan tidak bisa dibatalkan. tapi kita wajib nunggu 1 jam tetap aja ga dapet. kalo ada masalh dengan driver jangan zalim ke customer donk.,2026-03-24 13:41:49,sudah beberapa hari ini tidak bisa dapat driver untuk orderan gofood pesanan tidak bisa dibatalkan tapi kita wajib nunggu jam tetap aja ga dapet kalo ada masalh dengan driver jangan zalim ke customer donk,negatif
Fun Nana,5,jos,2026-03-24 13:41:48,jos,positif
Dimas Raka Kurniawan Putra,1,Entah kenapa gojek sekarang mengecewakan. Sudah pakai promo tapi promo tidak terpasang waktu klik pembelian. Lalu pesanan yang datang tidak sesuai berulang kali. Tolong sidak resto yg kerja sama dengan anda. Banyak yg MENGECEWAKAN,2026-03-24 13:40:47,entah kenapa gojek sekarang mengecewakan sudah pakai promo tapi promo tidak terpasang waktu klik pembelian lalu pesanan yang datang tidak sesuai berulang kali tolong sidak resto yg kerja sama dengan anda banyak yg mengecewakan,negatif
Aulia Azahra,5,baguss,2026-03-24 13:37:39,baguss,positif
AiLiSiaa • 艾丽西亚,1,"apaan jir makanannya di buat dulu baru di cari drivernya on ol banget, makann udh jadi dari 20 menit nyari driver nya sejam",2026-03-24 13:29:38,apaan jir makanannya di buat dulu baru di cari drivernya on ol banget makann udh jadi dari menit nyari driver nya sejam,negatif
Sudarti,5,sangat membantu. 🙏,2026-03-24 13:20:34,sangat membantu,positif
Arifin M NOER,5,puas dan cepat respondnya,2026-03-24 13:12:43,puas dan cepat respondnya,positif
Ahmad Rizky Ramadhan,1,"MESEN MAKANAN, LAMA CARI DRIVERNYA, UDAH NUNGGU 1JAM LEBIH",2026-03-24 13:12:12,mesen makanan lama cari drivernya udah nunggu jam lebih,negatif
Agus Supriyanto,1,"pesan go food, sdh 1 jam tau2 main cancel g jelas",2026-03-24 13:09:12,pesan go food sdh jam tau main cancel g jelas,negatif
I On,5,good,2026-03-24 13:00:51,good,positif
Marsel Lawoliyo,1,"udah lama nunggu gofood udah sejam lebih ujung ujungnya di batalin karena ga ada driver,mana kita batalin juga susah,ga jelas ngebatalin sepihak aja",2026-03-24 13:00:11,udah lama nunggu gofood udah sejam lebih ujung ujungnya di batalin karena ga ada drivermana kita batalin juga susahga jelas ngebatalin sepihak aja,negatif
Ayi Maria,5,bagus,2026-03-24 12:52:58,bagus,positif
gendhiz mentari,5,senang sekali sangat membantu saya..terima kasih...,2026-03-24 12:51:34,senang sekali sangat membantu sayaterima kasih,positif
Joesellin Alvina,3,suka berubah lokasi nya pdhl ga fi apa apain,2026-03-24 12:43:07,suka berubah lokasi nya pdhl ga fi apa apain,netral
Azkaarab,5,banyak diskon,2026-03-24 12:41:56,banyak diskon,positif
Komar Qom,1,"setelah update ga bisa masuk, disuruh intal ulang trus, tapi tetep aja ga bisa",2026-03-24 12:39:39,setelah update ga bisa masuk disuruh intal ulang trus tapi tetep aja ga bisa,negatif
Alung Alung,1,"Ini aplikasi udah berdiri lama tapi permasalahan lelet masih belum teratasi?, kok gak becus banget?",2026-03-24 12:38:36,ini aplikasi udah berdiri lama tapi permasalahan lelet masih belum teratasi kok gak becus banget,negatif
Papa Hands,1,"akhir2 ini gosend susah cari driver, sekalinya dpt driver di chat ga balas2 ditelp gak diangkat.. payahhh mengecewakan sekarang... jujur lebih suka maxim.. drivernya lebih sungguh2 kerjanya.. tarif lebih murah!! Tambah lagi, sekarang order gofood gak bisa dicancel, padahal sudah menunggu terlalu lama. Kita sebagai pelanggan merasa dirugikan. Pesan makanan 1 jam lebih gak ada driver yg mau tapi gak bisa dicancel! Apa2an coba. Udah gak mood buat makan tuh pesenan. Mending beli sendiri. Kapok!",2026-03-24 12:37:57,akhir ini gosend susah cari driver sekalinya dpt driver di chat ga balas ditelp gak diangkat payahhh mengecewakan sekarang jujur lebih suka maxim drivernya lebih sungguh kerjanya tarif lebih murah tambah lagi sekarang order gofood gak bisa dicancel padahal sudah menunggu terlalu lama kita sebagai pelanggan merasa dirugikan pesan makanan jam lebih gak ada driver yg mau tapi gak bisa dicancel apaan coba udah gak mood buat makan tuh pesenan mending beli sendiri kapok,negatif
Soni Setyiawan,5,mantab,2026-03-24 12:36:48,mantab,positif
Lia Vanessa,1,"Kesel banget mesen maknanan dari kemarin gk bisa"" ini pada kemana sih?! s!ya kemarin mesan makanan sampai berjam jam lebih ini napa sih sistem nya kah atau apa?",2026-03-24 12:36:19,kesel banget mesen maknanan dari kemarin gk bisa ini pada kemana sih sya kemarin mesan makanan sampai berjam jam lebih ini napa sih sistem nya kah atau apa,negatif
Derry SR,2,(gocar) supir terlalu pilih2.. pesen gocar xl udh di trima ujung2nya dibatalin driver,2026-03-24 12:35:33,gocar supir terlalu pilih pesen gocar xl udh di trima ujungnya dibatalin driver,negatif
